0,2,6,32,33,37,40,43,50,55,56,60,62,69,71,74,75,89,156,157,169,170,801,815,1126,1127,1215,1243,1249,1539,1547,2422,2433,2536,2899,2900,3164,3168,3172,3206,3317,3318,3720,3855,3874,3875,3876,3878,3879,3886,3887,3912,3943,3948,3949,3953,3956,3990,3991,4028,4446,4497,4596,4597,4604,4605,4729,4969,4993,5447,5478
"[2, 6, 32, 33, 37, 40, 50, 55, 60, 62, 74, 75, 89]","[0, 6, 32, 33, 37, 40, 50, 55, 60, 62, 74, 75, 89]","[0, 2, 32, 33, 37, 40, 50, 55, 60, 62, 74, 75, 89]","[0, 2, 6, 33, 37, 40, 43, 50, 55, 60, 62, 69, 74, 75, 89]","[0, 2, 6, 32, 37, 40, 50, 62, 74, 75, 89]","[0, 2, 6, 32, 33, 40, 43, 50, 55, 56, 60, 62, 69, 74, 75, 89]","[0, 2, 6, 32, 33, 37, 43, 50, 55, 60, 62, 69, 71, 74, 75, 89]","[32, 37, 40, 60, 62]","[0, 2, 6, 32, 33, 37, 40, 55, 60, 62, 74, 75, 89]","[0, 2, 6, 32, 37, 40, 50, 56, 60, 62, 74, 75, 89]","[37, 55]","[0, 2, 6, 32, 37, 40, 43, 50, 55, 62, 74, 75, 89]","[0, 2, 6, 32, 33, 37, 40, 43, 50, 55, 60, 74, 75, 89]","[32, 37, 40]",[40],"[0, 2, 6, 32, 33, 37, 40, 50, 55, 60, 62, 75, 89]","[0, 2, 6, 32, 33, 37, 40, 50, 55, 60, 62, 74, 89]","[0, 2, 6, 32, 33, 37, 40, 50, 55, 60, 62, 74, 75]",[157],[156],[170],[169],[815],[801],[1127],[1126],"[2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]",[1249],[1243],[1547],[1539],"[1215, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]",[2900],[2899],"[1215, 2422, 2433, 2536, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]",[3318],[3317],"[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]",[3943],[3948],[3949],[3953],[3956],[3990],[3991],"[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 4028, 4446, 4497, 4729, 4969, 4993, 5447, 5478]",[3874],[3875],[3876],[3878],[3879],[3886],[3887],"[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4446, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4497, 4729, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4729, 4969, 4993, 5447, 5478]",[4604],[4605],[4596],[4597],"[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4969, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4993, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 5447, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5478]","[1215, 2422, 2433, 2536, 3164, 3168, 3172, 3206, 3720, 3855, 3912, 4028, 4446, 4497, 4729, 4969, 4993, 5447]"
